entity,code,year,dtp1_coverage_pct,dtp3_coverage_pct,dtp3_minus_dtp1_pct_gap,source
Afghanistan,AFG,1980,22,4,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1994,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1995,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1996,98,97,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1997,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1998,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1999,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2000,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2001,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2002,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2003,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2004,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2005,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2006,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2007,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2008,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2009,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2010,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2011,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2012,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2013,99,88,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2014,99,92,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2015,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2016,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2017,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2018,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2019,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2020,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2021,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2022,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2023,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,2024,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1981,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1982,98,97,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1983,97,93,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1984,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1985,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1986,96,90,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1987,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1988,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1989,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1990,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1991,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1992,95,85,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1993,83,62,-21.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1994,90,73,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1995,92,78,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1996,94,84,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1997,95,87,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1998,95,89,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,1999,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2000,96,90,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2001,97,93,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2002,97,93,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2003,97,97,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2004,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2005,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2006,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2007,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2008,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2009,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2010,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2011,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2012,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2013,98,93,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2014,98,93,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2015,98,93,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2016,98,91,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2017,98,91,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2018,98,91,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2019,98,91,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2020,98,91,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2021,98,92,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2022,97,89,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2023,97,89,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Germany,DEU,2024,97,89,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1980,25,6,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1981,25,6,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1982,33,12,-21.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1983,36,14,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1984,39,16,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1985,41,18,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1986,44,20,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1987,55,30,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1988,65,40,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1989,74,50,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1990,88,70,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1991,80,57,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1992,79,56,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1993,82,61,-21.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1994,86,67,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1995,88,71,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1996,86,66,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1997,82,62,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1998,78,61,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,1999,74,59,-15.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2000,74,58,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2001,75,59,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2002,75,59,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2003,76,61,-15.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2004,77,63,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2005,82,65,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2006,81,65,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2007,81,64,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2008,81,70,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2009,84,74,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2010,86,79,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2011,89,82,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2012,89,82,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2013,90,83,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2014,90,85,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2015,90,87,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2016,91,88,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2017,92,89,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2018,93,90,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2019,94,91,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2020,87,85,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2021,88,85,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2022,95,93,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2023,93,91,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
India,IND,2024,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1981,18,1,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1982,18,1,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1983,25,6,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1984,35,13,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1985,52,27,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1986,72,47,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1987,74,50,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1988,77,54,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1989,80,57,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1990,82,60,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1991,83,62,-21.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1992,84,64,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1993,86,66,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1994,87,68,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1995,87,69,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1996,89,72,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1997,90,73,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1998,88,74,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,1999,86,75,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2000,84,75,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2001,82,76,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2002,83,70,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2003,84,71,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2004,84,71,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2005,85,72,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2006,86,72,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2007,85,73,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2008,88,77,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2009,88,78,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2010,89,81,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2011,88,81,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2012,90,87,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2013,97,92,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2014,93,88,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2015,90,84,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2016,90,84,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2017,90,85,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2018,90,85,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2019,90,85,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2020,83,77,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2021,74,67,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2022,92,91,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2023,85,83,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Indonesia,IDN,2024,83,78,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1980,82,60,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1981,91,75,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1982,93,81,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1983,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1984,94,82,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1985,94,83,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1986,94,84,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1987,95,85,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1988,95,86,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1989,95,87,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1990,96,90,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1991,97,92,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1992,95,87,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1993,95,85,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1994,93,80,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1995,90,74,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1996,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1997,88,70,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1998,88,75,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,1999,88,80,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2000,88,85,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2001,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2002,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2003,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2004,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2005,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2006,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2007,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2008,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2009,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2010,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2011,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2012,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2013,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2014,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2015,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2016,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2017,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2018,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2019,98,98,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2020,96,96,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2021,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2022,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2023,98,98,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Japan,JPN,2024,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1984,80,58,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1985,88,70,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1986,89,72,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1987,91,77,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1988,92,82,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1989,92,83,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1990,92,84,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1991,92,86,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1992,96,87,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1993,96,89,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1994,96,92,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1995,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1996,96,87,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1997,96,79,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1998,93,81,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,1999,89,82,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2000,83,82,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2001,84,80,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2002,90,84,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2003,89,73,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2004,87,73,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2005,85,76,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2006,90,80,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2007,89,81,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2008,90,88,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2009,92,88,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2010,93,90,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2011,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2012,98,94,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2013,95,87,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2014,97,92,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2015,96,89,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2016,89,88,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2017,82,81,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2018,93,91,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2019,96,93,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2020,97,93,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2021,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2022,99,94,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2023,97,93,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Kenya,KEN,2024,91,91,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1980,69,44,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1981,68,43,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1982,65,40,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1983,66,41,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1984,76,52,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1985,65,40,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1986,75,51,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1987,83,62,-21.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1988,82,60,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1989,85,65,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1990,77,53,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1991,96,88,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1992,96,90,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1993,94,82,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1994,97,91,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1995,97,91,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1996,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1997,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1998,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,1999,99,96,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2000,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2001,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2002,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2003,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2004,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2005,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2006,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2007,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2008,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2009,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2010,96,95,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2011,99,97,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2012,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Mexico,MEX,2013,89,83,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
